HUIE	827	1096	29.6	10538	2,792
FELIX	826	1097	2.6	1011	31,631
ESTRELLA	826	1097	8.1	3221	10,167
TAY	826	1097	58.6	18196	1410
KAPUR	826	1097	78.4	22753	1053
PRADHAN	826	1097	88.4	24969	934
PEN	825	1102	76.5	22283	1079
STONE	824	1103	0.6	162	149,802
VILLA	824	1103	2.1	797	39,402
RONG	824	1103	90.5	25484	911
POWELL	823	1106	0.4	91	216,553
REYNOLDS	822	1107	0.4	106	195,598
GULATI	821	1108	84.6	24224	970
WALLACE	820	1109	0.4	113	190,760
GRAHAM	815	1110	0.4	108	194,074
NATH	815	1110	43.7	14622	1866
VAIDYA	815	1110	92.7	26163	879
CLEMENTE	814	1113	10.9	4402	7,453
DELAPENA	813	1114	26.3	9641	3094
IWASAKI	813	1114	85.5	24615	951
PALMA	812	1116	5.7	2312	14,339
PRAK	812	1116	83.8	24243	969
JANI	811	1118	71.5	21479	1134
MISRA	811	1118	83.4	24162	973
FOX	810	1120	0.5	167	147,357
LAZO	810	1120	9.4	3782	8600
HAMID	810	1120	35.3	12405	2295
JAMAL	810	1120	45.7	15225	1774
COLE	808	1124	0.4	116	187,793
CORPUS	807	1125	25.6	9472	3150
GERONIMO	807	1125	35.7	12558	2263
DIN	807	1125	66.9	20456	1206
WIN	807	1125	78.8	23237	1024
DUTTA	807	1125	89.7	25724	900
MODY	806	1130	76.8	22799	1050
DOE	805	1131	6.9	2834	11,603
EUGENIO	805	1131	51.5	16802	1564
PAO	805	1131	85.3	24763	944
PANDEY	805	1131	88.5	25503	910
BONIFACIO	804	1135	45.1	15167	1784
ANDRADE	803	1136	1.7	666	46,702
CARREON	803	1136	8.7	3538	9218
MAU	803	1136	31.7	11388	2,537
CHIOU	803	1136	93.0	26566	863
ELLIS	801	1140	0.4	121	181,934
HANSEN	801	1140	0.6	193	133,474
LEU	801	1140	36.7	12911	2,183
SUE	801	1140	55.7	17935	1437
ABELLA	799	1144	44.8	15154	1785
SUGIMOTO	799	1144	84.8	24807	942
SUNGA	799	1144	92.7	26587	862
HENDERSON	798	1147	0.4	101	210,094
WEE	798	1147	61.6	19355	1295
ARAKAWA	797	1149	80.7	23863	988
KAMAL	795	1150	49.0	16349	1622
PARAS	794	1151	42.5	14604	1869
ABBASI	793	1152	49.2	16444	1611
CHADHA	791	1153	89.0	25945	889
KENNEDY	790	1154	0.5	130	171,636
BUENO	790	1154	6.2	2591	12845
KIN	790	1154	57.7	18569	1370
ROLDAN	789	1157	7.8	3220	10168
KAHN	787	1158	5.4	2284	14,570
ESCOBAR	786	1159	1.8	723	42,955
DUENAS	786	1159	7.9	3297	9976
ENCARNACION	784	1161	16.7	6633	4703
TOYAMA	784	1161	82.8	24701	947
BOSE	781	1163	27.4	10357	2,849
MUKAI	781	1163	77.9	23594	1002
POBLETE	780	1165	63.6	20191	1227
UPPAL	780	1165	87.6	25926	890
BAO	779	1167	88.8	26215	877
WALIA	777	1168	82.0	24701	947
GREGORIO	776	1169	20.7	8151	3,746
CHOUDHRY	776	1169	75.0	23072	1034
MARCELO	773	1171	48.6	16616	1589
YAMASHIRO	773	1171	84.2	25329	918
MU	773	1171	87.0	25945	889
QUANG	772	1174	95.0	27821	813
SOLANKI	771	1175	93.2	27439	827
BHANDARI	770	1176	90.1	26761	855
SAHOTA	769	1177	87.5	26163	879
MITTAL	768	1178	86.4	25945	889
GALLARDO	767	1179	3.4	1460	22,435
CARPIO	766	1180	14.6	6031	5250
ROSE	764	1181	0.5	168	146,924
ANDREWS	763	1182	0.6	206	129,320
HSUEH	763	1182	95.5	28194	799
MATIAS	762	1184	10.4	4476	7,295
TAMASHIRO	762	1184	83.8	25524	909
MAHAJAN	762	1184	89.8	26898	849
NAQVI	760	1187	83.3	25466	912
VICENTE	758	1188	11.9	5049	6374
MCDONALD	757	1189	0.4	127	176,094
AKIYAMA	757	1189	81.0	24969	934
MATSUURA	757	1189	87.2	26446	868
BISWAS	755	1192	86.3	26267	875
UEHARA	754	1193	87.4	26566	863
FUKUMOTO	754	1193	89.5	27049	842
KHONG	754	1193	95.1	28353	793
KY	752	1196	86.1	26306	873
MARASIGAN	752	1196	88.5	26876	850
KIEU	751	1198	96.8	28856	776
HABIB	750	1199	22.0	8850	3,404
SHAHID	750	1199	49.7	17282	1508
NISHIKAWA	750	1199	84.6	25991	887
AWAN	749	1202	70.0	22443	1070
DUAN	748	1203	71.6	22870	1045
BABU	748	1203	86.9	26614	861
VOHRA	748	1203	90.4	27439	827
YOSHIKAWA	747	1206	83.1	25735	899
SUGIYAMA	746	1207	85.8	26419	869
COLOMA	745	1208	55.3	18811	1346
UYEHARA	745	1208	83.3	25845	894
MARSHALL	744	1210	0.4	125	177,213
TOMAS	744	1210	15.2	6406	4,894
VIRANI	744	1210	85.6	26419	869
LACSON	744	1210	89.6	27361	830
QUIAMBAO	744	1210	90.7	27646	820
PANCHAL	744	1210	91.3	27771	815
DURAN	742	1216	1.1	434	68,046
KAY	742	1216	3.2	1402	23,189
ARAKI	742	1216	80.0	25098	927
AHLUWALIA	742	1216	83.9	26056	884
HON	741	1220	34.5	13075	2,147
MEHRA	739	1221	79.3	25006	932
BUTLER	738	1222	0.3	98	210,879
SABLAN	738	1222	62.6	20831	1178
VIRK	738	1222	85.1	26469	867
HARRISON	737	1225	0.4	128	175,577
OHARA	737	1225	3.5	1565	21,068
ZAFAR	737	1225	71.8	23191	1027
TE	737	1225	86.7	26876	850
BHARDWAJ	737	1225	88.4	27258	834
KAWAGUCHI	736	1230	79.7	25169	924
PATTERSON	735	1231	0.4	104	198,557
WEST	735	1231	0.4	115	188,464
YOSHIMOTO	735	1231	84.6	26419	869
INTHAVONG	735	1231	87.9	27207	836
ABALOS	734	1235	36.0	13658	2037
SNYDER	733	1236	0.5	144	159,363
PUN	733	1236	85.1	26614	861
KAMATH	733	1236	93.0	28489	788
CORTES	732	1239	2.4	1061	30,141
ORDONEZ	732	1239	6.4	2906	11366
FAROOQ	732	1239	75.9	24350	964
KODAMA	732	1239	82.4	25969	888
BURNS	730	1243	0.5	141	162,153
HUNT	730	1243	0.5	157	151,986
GONZAGA	730	1243	40.7	15093	1793
SANDERS	729	1246	0.3	88	220,902
KANE	728	1247	1.5	636	48,527
BUENAVENTURA	728	1247	69.2	22770	1052
BAJAJ	727	1249	86.8	27150	838
KAZI	725	1250	76.3	24642	950
ISHIHARA	725	1250	84.9	26783	854
RAHIM	724	1252	39.0	14689	1856
HIDALGO	723	1253	4.3	1967	16,824
NUNEZ	722	1254	0.8	306	90,208
RAYMUNDO	722	1254	32.8	12815	2203
KABIR	722	1254	70.2	23167	1028
ARAI	722	1254	75.9	24615	951
MACARAEG	722	1254	90.4	28194	799
BHARGAVA	722	1254	92.7	28751	779
LAWRENCE	721	1260	0.6	219	124,321
AKBAR	721	1260	38.2	14495	1886
LEON	720	1262	1.2	483	62,034
THI	720	1262	90.6	28298	795
TAKATA	719	1264	78.2	25304	919
CHHAY	719	1264	92.1	28700	781
KRISHNAMURTHY	719	1264	96.1	29696	748
FIGUEROA	718	1267	1.0	398	72,533
BASA	718	1267	65.6	22053	1095
KHO	718	1267	91.3	28548	786
RONQUILLO	717	1270	19.9	8426	3602
MIYAKE	717	1270	80.4	25885	892
MING	715	1272	16.1	6968	4,434
YANO	713	1273	69.1	23104	1032
HAYES	712	1274	0.4	117	187,473
DAY	712	1274	0.7	271	101,676
ABDULLAH	712	1274	12.2	5460	5859
MEMON	712	1274	79.7	25865	893
CHUM	712	1274	84.9	27128	839
NIU	710	1279	91.5	28856	776
LOZANO	707	1280	1.7	734	42,567
NGUYENTHI	707	1280	96.1	30061	736
SIMMONS	706	1282	0.4	103	201,650
JENKINS	705	1283	0.3	95	213,737
RAMESH	703	1284	88.8	28375	792
SUMIDA	702	1285	81.3	26538	864
DELGADO	701	1286	0.7	282	98,675
AGUIRRE	701	1286	1.2	508	58,918
VIERNES	701	1286	72.2	24200	971
ADACHI	700	1289	84.0	27289	833
APOSTOL	699	1290	59.3	20831	1178
VISWANATHAN	699	1290	93.4	29696	748
MEN	698	1292	77.9	25805	896
ILAGAN	698	1292	88.9	28584	785
GORDON	697	1294	0.4	151	154,934
HAGUE	697	1294	12.3	5607	5,676
YO	697	1294	87.1	28166	800
SIMPSON	696	1297	0.4	145	158,241
AZAM	696	1297	74.8	25041	930
SALCEDO	695	1299	5.1	2440	13593
MANI	695	1299	51.1	18682	1359
HEE	694	1301	57.8	20543	1200
HIRAI	694	1301	83.1	27235	835
PONG	692	1303	81.7	26946	847
PACHECO	691	1304	1.2	512	58,534
MATSUNAGA	691	1304	85.6	27970	807
SOONG	691	1304	86.4	28166	800
ACHARYA	690	1307	91.5	29516	754
COLEMAN	688	1308	0.3	102	208,624
HOQUE	688	1308	78.5	26239	876
SAKATA	688	1308	81.3	26968	846
ATWAL	688	1308	88.2	28730	780
HIGUCHI	686	1312	84.4	27821	813
MIZUNO	686	1312	87.1	28489	788
PIMENTEL	685	1314	4.2	2031	16,358
NITTA	685	1314	67.7	23428	1012
SIDDIQUE	685	1314	81.8	27176	837
LIAN	684	1317	56.6	20427	1209
ANDO	684	1317	61.1	21694	1119
PONCE	683	1319	1.9	895	35,400
AGBAYANI	683	1319	83.0	27562	823
JENG	682	1321	85.4	28194	799
CONSTANTINO	681	1322	14.7	6716	4,634
SURI	679	1323	64.8	22821	1048
JAVED	679	1323	72.7	24969	934
KRISHNA	679	1323	83.7	27877	811
NAKAJIMA	679	1323	90.2	29543	753
NGAN	679	1323	94.8	30716	716
THAKUR	678	1328	87.1	28790	778
ZHUANG	678	1328	98.3	31658	690
PALMER	677	1330	0.5	158	150,407
CHOKSHI	677	1330	92.1	30091	735
RUBIO	676	1332	1.9	866	36,531
LEO	675	1333	8.8	4296	7,638
TARIQ	675	1333	76.3	26035	885
PANDIT	675	1333	92.0	30120	734
IBRAHIM	674	1336	7.8	3785	8,590
BONDOC	674	1336	80.0	27028	843
UEDA	674	1336	86.0	28617	784
MATSUO	674	1336	86.3	28700	781
NAKANISHI	673	1340	81.5	27475	826
PEI	673	1340	93.0	30443	724
DEY	672	1342	18.7	8441	3,596
MINA	672	1342	27.7	11844	2422
KAWAHARA	672	1342	85.7	28617	784
SCHMIDT	670	1345	0.5	171	145,565
JOHNSTON	670	1345	0.5	207	128,935
GROVER	670	1345	4.0	2010	16,551
TIWARI	669	1348	74.4	25735	899
MARUYAMA	669	1348	82.5	27877	811
JEE	669	1348	82.9	27970	807
IWATA	668	1351	82.1	27802	814
SULTAN	667	1352	28.1	12070	2,372
OK	667	1352	78.5	26876	850
RICHARDS	666	1354	0.5	215	125,653
LARSON	666	1354	0.6	224	121,064
IBARRA	666	1354	1.4	662	46,895
GIBSON	664	1357	0.4	119	184,420
WAGNER	664	1357	0.4	152	154,516
VANN	664	1357	4.5	2280	14,602
